tsudayan	つだやん
benihoku	べにほく
toneunga	利根運河
kyabetsu	きゃべつ
nakasan	なかさん
echinaba	えちなば
komekue	コメ食え
wakakuma	わかくま
tamayurakana	タマユラカナ
tooka	とおか
peroyan	ぺろやん
suzunekomaru	すずねこまる
mikan	みかん
zugashira	ズガシラ
awa	あわ
shirokuma	ｼﾛｸﾏ
gyanburupapa	ギャンブルパパ
yuzuyume	柚子夢
morichamo	もりちゃも
kumaneko	熊猫
tanakatakaaki	田中たかあき
taimama	たいママ
shioaji	シオアジ
aki	秋
temisuma	てみすま
harussan	はるっさん
kanii	かにい
hirakihokke	開きほっけ
kotone	琴音
saihatenousagi	さいはてのうさぎ
maru	まる
rikka	立夏
charisu	ちゃりす
gai	ガイ
non	のん
kiaimushi	気合虫
minamidori	みなみどり
nato	なと
mopiemon	もぴえもん
enso	塩素
minori	みのり
sabu	さぶ
gachi	ガチ
ayakari	あやかり
kantarou	観太郎
chanaka	ちゃなか
yuzuchan	ゆずちゃん
kaze	かぜ
nyarucha	にゃるちゃ
utausakana	歌う魚
morimori	もりもり
namepuri	なめぷり
sasakiyoshiaki	佐々木義明
ringo	りんご
sakurashiki	さくらしき
mii	みー
nono	ノノ
mayorun	まよるん
tetsutsu	テツツ
rui	ルイ
mayone	まよね
norimaki	のりまき
kussun	くっすん
ekanoa	エカノア
sameko	さめこ
notosan	のとさん
miriha	みりは
hisaki	ひさき
yasuroku	やすろく
mireraru	みれらる
oka	おか
neko	ネコ
yurariro	ゆらりろ
sui	スイ
kumo	蜘蛛
ginro	ぎんろ
umenori	梅海苔
rige	リゲ
aonekomochi	あおねこもち
tamaneko	たまねこ
erio	えりお
sabo	さぼ
honpo	ほんぽ
ponyorinko	ぽにょりんこ
yuki	ゆき
raika	ライカ
oinu	おいぬ
aberagi	あべらぎ
tarako	たらこ
menou	めのう
sabo	さぼ
nona	のな
omomo	おもも
nohohon	のほほん
aniki	アニキ
kurobuchi	クロブチ
yuru	ゆる
aya	あや
koyuki	こゆき
senma	せんま
roa	ロア
uguisu	鶯
fumi	ふみ
irasutooukoku	イラスト王国
anmitsu	あんみつ
posan	ぽさん
asuka	飛鳥
tsurimasamune	つり政宗
onoshi	おのし
wabisuke	わびすけ
naoki	なおき
kuroneko	くろねこ
yuzuha	柚葉
yuna	ゆな
kaorura	カオルラ
yunohana	湯の花
shinon	シノン
runachi	るなち
ume	うめ
ruda	ルダ
moyashi	もやし
atashidayo	あたしだょ
maya	マヤ
sujupon	すじゅぽん
nekohanten	猫飯店
kabocha	かぼちゃ
ikuru	いくる
niura	弐浦
hiro	ヒロ
naota	なお汰
hitomi	ひとみ
yunase	ゆなせ
todooka	トドオカ
takuya	たくや
manamin	まなみん
heita	へぃた
mame	まめ
kuro	クロ
natsuya	なつや
soraran	そららん
kusanagiyakumo	草薙八雲
momoka	ももか
nana	なな
mochinori	もちのり
rikka	立夏
soraran	そららん
mofumofu	もふもふ
kunsamanu	くんさまぬ
ageha	あげは
waka	わか
chia	ちあ
kuroki	くろき
ahiruchan	あひるちゃん
chiapyoko	ちあぴょこ
yossan	よっさん
rimano	りまの
kuma	クマ
aika	あいか
shiopan	しおぱん
akauma	赤馬
kobaiya	故買屋
ito	いと
maeda	まえだ
aika	あいか
togetoge	トゲトゲ
hoshino	ほしの
koyayan	こややん
koubokin	酵母菌
irukujira	イルクジラ
miura	みうら
bichan	びちゃん
mitamaori	みたまおり
sayusayu	さゆさゆ
shirokuma	しろくま
runa	るな
hoheitokin	歩兵と金
ria	りあ
yamasaki	やまさき
oyachi	オヤチ
aoto	青斗
donamochi	どなもち
ayano	あやの
pietoro	ピエトロ
yuta	ユタ
umayoko	馬横
hippii	ひっぴー
mokoimo	もこいも
nagayan	ながやん
sonjo	そんじょ
orin	おりん
hiderin	ひでりん
razuru	ラズル
onotatsu	おのたつ
fusabanana	ふさバナナ
baran	ばらん
bachi	ばち
yukane	ゆかね
peru	ぺる
suzucha	すづちゃ
yoimonohyakka	良いモノ百科
kurose	黒瀬
mametana	まめたな
potepokari	ポテポカリ
miya	みや
kororin	ころりん
namuni	なむに
umatoge	うまとげ
shibakou	シバコウ
boyakenasu	ボヤケナス
reddoburu	レッドブル
ooiocha	おーいお茶
rumirumi	るみるみ
yumea	ゆめあ
yuzukichi	ユズきち
ryounoyume	遼の夢
sabure	さぶれ
daisuke	だいすけ
tadanotakemura	タダノタケムラ
hondamakoto	本田誠人
kaitoma	かいとま
fei	フェイ
shimarosan	しまろさん
atsumaru	あつまる
nodoka	長閑
hinatsu	ひなつ
chiserakun	ちせらくん
kuma	くま
aoyami	蒼闇
ayako	アヤコ
ikameshi	いかめし
gegegenomosuke	ゲゲゲのもすけ
bareru	バレル
roze	ろぜ
kazunoko	かずのこ
momo	もも
kuroneko	くろねこ
potepokari	ポテポカリ
kakapo	カカポ
nousagi	野うさぎ
takubochan	たくぼちゃん
kuru	くる
kanto	間徒
dedededede	ででででで
korochan	ころちゃん
iriko	いりこ
konitan	コニタン
mai	まい
sora	空
dabochan	ダボちゃん
hosoaki	ほそあき
boyakenasu	ボヤケナス
marori	まろリ
tanakapunie	田中ぷにえ
mukkoro	むっころ
yukino	雪乃
kinoruto	きのると
kisa	キサ
kureyon	くれよん
aoiyana	葵やな
nanakomama	ナナコママ
fuwa	ふわ
iroha	いろは
kirin	キリン
miyano	宮野
taso	たそ
omusubi	おむすび
nao	なぉ
ikanuko	いかぬこ
namipika	なみピカ
makaronidesu	まかろにです
kotokotoheron	ことことへろん
monmon	もんもん
takapoyo	たかぽよ
kukka	くっか
aki	あき
zunmochikoa	ずんもちこあ
yukishigure	雪時雨
harumaki	ハルマキ
ri	り
akashino	赤篠
yuno	ゆの
ramune	らむね
ryoupon	りょうぽん
koketakokeko	苔田苔子
kaori	かおり
mosuke	もすけ
mochiri	もちり
shin	しん
akizukiusagi	秋月うさぎ
pandakopanda	ぱんだｺぱんだ
hamano	濱埜
ikuchan	郁ちゃん
yuuka	ゆうか
kii	きぃ
atamanbou	あたまんぼう
hiyorin	ひよりん
mosuke	もすけ
pokotanmaru	ぽこたんまる
momijidori	もみじどり
aichun	あいちゅん
dateme	だてめ
isonaudon	磯菜うどん
yutorin	ゆとりん
chitonyan	ちとにゃん
bakanshu	ばかんしゅ
pandakopanda	ぱんだｺぱんだ
osora	おそら
teruyaki	てるやき
watari	ワタリ
konoha	このは
miyaso	みやそ
arupaka	アルパカ
akane	あかね
terapon	てらぽん
yukimi	雪見
kamicha	かみちゃ
kokoro	こころ
kitasamurai	きたさむらい
haruichi	ハルイチ
nakajima	なかじま
kome	米
zouri	ゾウリ
rion	りおん
zuho	づほ
mossan	もっさん
naratsujichan	ならつじちゃん
kuro	くろ
hiderin	ひでりん
hirorin	ひろりん
toyosan	とよさん
marimo	まりも
yonadororo	ヨナどろろ
takehide	たけひで
miyabi	みやび
tomatoneko	トマトねこ
hanayuu	はなゆー
sopapa	ソパパ
ikumin	いくみん
maronpapa	マロンパパ
yuyuutaouentai	ゆゆうた応援隊
kasumin	かすみん
upochi	うぽち
kotsubu	こつぶ
ajihei	あじへい
tsumutsumu	つむつむ
yamanaka	ヤマナカ
nobu	のぶ
ikumin	いくみん
reiho	れいほ
unizanmai	うにざんまい
takaman	タカマン
tadon	たどん
narumi	なるみ
kaigon	カイゴン
tsukaima	使い魔
monpuchi	もんぷち
ihai	イハイ
nenenyanparari	ねねにゃんぱらり
hano	葉野
yumetanpo	ゆめたんぽ
haiji	はいじ
tabinosouryo	旅の僧侶
ukeu	うけう
nanashin	ナナシン
yakan	やかん
norausagi	野良兎
gururin	ぐるりん
daibutsupurin	ダイブツプリン
nekomatasan	ねこまたさん
ittemitaina	行ってみたいな
wanta	碗太
dougahakusho	動画白書
tsubasa	つばさ
aki	あき
anna	あんな
emohichi	えもひち
mikoma	みこま
mayoyoyoyoyoyo	まよよよよよよ
hokusei	北西
akiya	亜紀矢
mozukushiho	もずくしほ
takumario	たくマリオ
reno	れの
neruson	ねるそん
momiji	もみじ
mumumu	むむむ
nagaharu	ながはる
suzukin	スズキン
kunto	くんと
asuta	あすた
amaebi	あまえび
yamichan	やみちゃん
ume	うめ
torikomeigen	トリコ名言
kikuchi	菊池
bara	バラ
puku	ぷく
oioi	おいおい
mikuru	みくる
okapi	おかぴ
ama	海人
yuua	ゆぅあ
hyaromi	ヒャロミ
yuachacha	ゆあちゃちゃ
miyanagaharu	宮永ハル
keron	けろん
shii	しぃ
sakuranbo	さくらんぼ
kokoa	ここあ
fusakichi	ふさきち
sanchan	さんちゃん
misagosan	ミサゴさん
kame	カメ
puredora	プレドラ
hide	ヒデ
ajisai	紫陽花
natsumaru	夏丸
kisaka	木坂
nowaka	のわか
inunoshippo	犬の尻尾
akahappasan	赤はっぱさん
ponyo	ぽにょ
raion	らいおん
haruame	はるあめ
pyonko	ぴょんこ
hose	ホセ
season	せあそん
kappachou	河童長
kakioaruaru	柿生あるある
aokiyoshiaki	青木義明
daraku	駄楽
sunono	すのの
yaken	やけん
toki	鴇
kisaragi	きさらぎ
chihaya	ちはや
senri	センリ
yuzuki	ユズキ
nodoka	長閑
nounaiyousei	脳内妖精
kujoo	くじょー
okabadazo	おかばだぞ
fumiya	ふみや
mafuneko	まふねこ
meru	める
nasunasuno	なすなすの
suzufin	すずふぃん
mikuku	みくく
sayaka	さやか
buremega	ブレメガ
hiroshi	ひろし
omameyama	おまめやま
kinako	きなこ
rinnu	りんぬ
nodoka	長閑
akkun	あっくん
nopua	ノプア
miraikun	みらいくん
yoshikawayukiji	よしかわゆきじ
apopo	あぽぽ
tomo	とも
mochikuma	もちクマ
setsuna	刹那
chie	千絵
shiretto	シレット
kiramekuantena	キラメくアンテナ
genkidaseyo	元気出せよ
ugounoyakara	烏合の輩
usapi	うさぴ
shinodaremu	篠田レム
deno	での
kurumi	くるみ
akibachiyo	秋葉ちよ
kaitoma	かいとま
gesokingu	げそきんぐ
buremega	ブレメガ
matsuse	松瀬
komame	こまめ
nekonohikidashi	ねこの引出し
sunono	すのの
masaya	まさや
kuiijisokuhou	食い意地速報
yaminoma	やみのま
mea	めあ
soraten	空テン
tareusagi	たれ兎
nodoka	長閑
mikichanmaru	みきちゃんまる
hakua	ハクア
atomaru	あとまる
amio	あみお
murao	ムラオ
puku	ぷく
kasutaamu	かすたぁむ
doushikaro	同志カロ
akeusume	あけうすめ
sakuramaru	さくらまる
marukawa	まるかわ
kanaan	かなあん
onukichi	おぬきち
topia	トピア
kamo	かも
takasan	たかさん
totomaru	ととまる
akeusume	あけうすめ
hiryupon	ひりゅぽん
waranpo	わらんぽ
fujikun	ふじくん
matsuse	松瀬
kon	こん
suzumarimaruko	すずまりまるこ
eminyanpe	えみにゃんぺ
kazu	かず
igarashi	五十嵐
nekononyaa	ねこのにゃぁ
okamo	おかも
yuuki	ゆうき
naminamina	ナミナミナ
merimeri	めりめり
taka	たか
kanon	カノン
katana	かたな
usokusai	嘘苦斎
ichi	壱
rei	レイ
kon	こん
supika	スピカ
mugicha	麦茶
kinugitsune	絹ギツネ
ayako	アヤコ
torosuke	トロすけ
ondeko	おんでこ
karaagekun	からあげクン
imokenpii	芋けんぴぃ
sabutama	さぶたま
sakamotokikaku	坂本企画
paipankan	パイパン館
tsukimi	月見
erumisu	エルミス
anegoroku	姐御録
yamasa	やまさ
nugino	ぬぎの
kikuru	きくる
hayabusa	はやぶさ
anmochizouni	餡もち雑煮
azumamaro	あずままろ
kayo	かよ
miya	みや
rukibe	ルキベ
yakumo	八雲
yayoimochi	弥生餅
tomato	とまと
shirohan	しろはん
shiopan	しおぱん
mirai	みらい
daichan	だいちゃん
rei	れい
hana	はな
setouchiniboshi	瀬戸内にぼし
ruiru	ルイル
pepo	ぺぽ
ohanaya	お鼻屋
omochineko	おもちねこ
furapamyu	ふらパミュ
yami	やみ
otoko	おと子
kuroyuki	黒雪
haruse	春瀬
darakou	だらこう
rozemu	ロゼム
seinozatsugaku	性の雑学
wasabi	わさび
usapi	うさぴ
kohina	こひな
yuutorin	ユートリン
ayayan	あややん
magi	マギ
subapero	すばぺろ
denkiusagi	電気ウサギ
kureara	クレアラ
umetama	うめたま
maru	まる
ukinamegumi	浮名恵
mizu	みづ
matsuri	まつリ
domonnoaniki	ドモンのアニキ
mairu	まいる
karin	カリン
rimuten	りむてん
sakkin	殺菌
guraburuyouaka	ぐらぶる用垢
gyaodayo	ぎゃおだよ
karu	カル
taruto	たると
sona	そな
niwahokori	にわほこり
shiina	しいな
nin	にん
waserin	ﾜｾﾘﾝ
ai	あい
ryouhoro	りょうほろ
chitchima	ちっちま
iyo	伊予
kintarou	金太郎
rikopin	リコピン
keron	けろん
umineko	うみねこ
murasaki	むらさき
saruyama	猿山
odango	おだんご
aomochio	蒼もちお
nerusame	ネルサメ
nemukun	眠くん
ruto	ると
toramaru	とらまる
okara	おから
hinomarukougyou	日の丸興業
rai	徠
kamyu	かみゅ
tekkimon	テッキモン
mizuhime	水姫
konoichi	このいち
himari	ひまり
urudo	うるど
miyu	みゆ
fuji	ふじ
rururu	るるる
tatami	たたみ
yuzuame	ゆずあめ
inunami	いぬなみ
soragon	ソラゴン
suguru	スグル
nugayan	脱がやん
haniwa	はにわ
tamabarin	たまばりん
tansangyuunyuu	炭酸牛乳
koba	こば
yutoride	湯砦
akametakuya	アカメタクヤ
asakune	あさクネ
akito	アキト
masa	まさ
roroppo	ろろっぽ
kusamochi	草餅
mitomaton	ミトマトン
amami	あまみ
nishikawa	西川
sakiika	さきいか
kururinu	くるりぬ
noa	のあ
arai	あらい
kyon	キョン
yuukiyukio	結城ゆきお
kagakouhei	加賀浩平
ryoo	りょー
kon	こん
kamokuma	カモクマ
kururinu	くるりぬ
komasan	コマさん
wanko	わんこ
pochakoro	ぽちゃころ
zouri	ゾウリ
yunyu	ゆんゆ
zaorarukure	ザオラルくれ
fujimako	ふじまこ
torayuki	虎雪
karakusa	唐草
mao	まお
neneko	ねねこ
beriko	べりこ
seijiyou	政治用
miwato	みわと
bayarun	バヤルん
nemu	ねむ
watarininja	ワタリニンジャ
nyashimashi	にゃしまし
akaban	あかばん
sugi	すぎ
mokuzu	もくず
wanko	わんこ
kanan	かなん
ameten	あめてん
umekarubo	梅カルボ
saya	さや
nyarumaru	にゃる丸
piyochan	ぴよちゃん
hatomugi	はと麦
akaru	あかる
rume	るめ
setsu	せつ
toichi	トイチ
aochin	あおちん
yukimi	雪見
wanko	ワン子
tomatodaisuki	トマト大好き
tapiokapan	たぴおかぱん
yamatai	やまたい
runa	るな
sayaya	さやや
marin	まりん
rieru	りえる
hachie	はちえ
ruisabu	ルイサブ
makiho	牧歩
oshin	おしん
yamada	山田
kibino	きびの
surume	するめ
ragu	らぐ
awa	あわ
kitayume	きたゆめ
kibimeika	きびめいか
makoto	真
ayagon	あやごん
kisayuva	きさゆゔぁ
chanmanjirou	ちゃんまんじろう
kon	こん
akami	あかみ
rimaru	リマル
tadashiichiyoko	多田椎千代子
ten	てん
nofu	のふ
ruina	るいな
naken	なけん
suwachiru	すわちる
shura	しゅら
matcha	まっちゃ
usagipanchi	うさぎぱんち
aruba	あるば
sui	翠
arishia	アリシア
gumi	ぐみ
maru	まる
chibi	ちび
nijinohitomi	虹乃瞳
yaneuranoneko	屋根裏の猫
gojou	五条
merimeri	めりめり
mitsuha	蜜葉
okimiyage	おきみやげ
katariya	カタリヤ
yamaemon	ヤマエモン
moriyuki	モリユキ
hitsu	ひつ
ayane	あやね
nakunaku	なくなく
chiyama	ちやま
yamada	山田
sakurasan	佐倉さん
chama	ちゃま
yaku	やく
enna	えんな
vaora	ヴァオラ
donapika	ドナピカ
miwato	みわと
puramisuto	ぷらみすと
beniken	べにけん
kusa	草
sechiyuu	セチユウ
ikaringu	いかりんぐ
daraku	駄楽
toukaichuukosha	東海中古車
nae	なえ
miyakumo	みやくも
kokkun	コックン
mizukiri	ミズキリ
kaeru	カエル
kotora	ことら
mintosu	みんとす
nobosan	のぼさん
nekama	ネカマ
yamana	やまな
ayubosu	あゆぼす
tamai	たまい
kurosu	クロス
takkun	たっくん
azuki	あずき
a	あ
momonoki	モモノキ
pen	ぺん
suama	すあま
yukina	由希奈
noranekoinko	野良猫鸚哥
higashikawa	東川
mansaku	まんさく
kyuu	きゅう
iyo	いよ
takatoshi	タカトシ
age	あげ
misapon	みさぽん
ruru	るる
chio	ちお
kisarazurisu	木更津りす
same	さめ
kumasan	くまさん
takanori	たかのり
seratamiruku	せらたみるく
risapapa	リサパパ
chanhaa	ちゃんはー
kinakoramune	きなこらむね
matsuko	まつ子
sou	ソウ
kousuke	こうすけ
monota	もの太
maru	まる
okekichi	おけきち
tsumugi	つむぎ
shibasen	しばせん
choshio	ちょしお
kiku	キク
neko	ねこ
arakisou	荒木荘
chika	知佳
echigonouguu	越後のうぐぅ
gayako	がやこ
sakabon	さかぼん
kaisui	海水
kugaruga	くがるが
agohige	あごひげ
sayupapa	さゆぱぱ
sahakuieru	サハクィエル
hisui	ヒスイ
garamani	ガラマニ
kuga	くが
otomorin	おともりん
kani	かに
potechin	ぽてちん
chii	ちぃ
tetsuo	テツオ
aoonikun	青鬼くん
rarira	らりら
ikumin	いくみん
yuan	ユアン
hirohige	ひろひげ
mayuka	ﾏﾕｶ
hibippi	ひびっぴ
mikan	みかん
nanchara	なんちゃら
tararebatarou	たられば太郎
mameshiba	マメシバ
yorusuzume	夜雀
kuroneko	黒猫
yamadori	やまどり
zenitora	ぜにとら
nono	のの
utatane	うたたね
papiron	ぱぴろん
haru	はる
fujino	藤野
ruripon	るりぽん
kutsushita	くつした
yasakani	ヤサカニ
tomomi	ともみ
risamichi	りさみち
himagami	ひまがみ
tororoimo	とろろいも
kujira	くじら
sakuraipan	さくらいぱん
makiyan	まきやん
yukanko	ゆかんこ
hayasemegumi	早瀬めぐみ
izumi	いずみ
nasuneko	ナス猫
mutekiman	むてきまん
ayashimiken	あやしみけん
mutekiman	むてきまん
yagamin	八神ん
aochin	あおちん
kenkou	ケンコウ
tararebatarou	たられば太郎
kakka	かっか
benisora	べにそら
nororoma	のろろま
miyuki	みゆき
rea	れあ
makimune	マキムネ
kimi	きみ
takeshi	たけし
jirosansan	じろさんさん
mongo	モンゴ
suzuse	鈴瀬
tokisora	ときそら
nekomon	ねこモン
kamikou	カミコウ
saichi	さいち
momomomotarou	ももももたろう
kotonoki	ことのき
hina	ひな
kenhika	けんひか
kaneyan	かねやん
kinakonaki	きなこな木
setchan	せっちゃん
hamudorubu	ハムドルブ
tararebatarou	たられば太郎
toropen	とろぺん
somechin	そめちん
izumotori	いずもとり
asatte	あさって
runoku	るのく
sakura	さくら
haru	はる
kawa	かわ
wanusan	わぬさん
kira	きら
hiyameshi	ヒヤメ氏
ottsu	おっつ
nagi	ナギ
rito	リト
napi	なぴ
kuroneko	くろねこ
yuayu	ゆあゆ
yamana	やまな
uwa	うわ
mayura	まゆら
koyuki	こゆき
rike	りけ
meronguma	メロングマ
yasushi	やすし
hide	ヒデ
sunawo	スナヲ
chiharu	ちはる
ririn	りりん
safaia	さふぁいあ
hayato	はやと
yumitakku	ゆみたっく
miwamiwa	みわみわ
sona	そな
momokonohaha	桃子の母
norisan	のりさん
ringo	りんご
norisan	のりさん
hayatasaka	はやたさか
minasuke	みなすけ
asuka	明日香
harapeko	はらぺこ
mugi	ムギ
banana	バナナ
pikadeon	ピカデォン
yasu	やす
mayoineko	まよいねこ
shunya	駿ヤ
koujirou	こうじろう
tokuchan	とくちゃん
kurapi	くらぴ
saki	さき
higepon	ヒゲポン
suima	睡魔
airi	あいり
nachukabako	ナチュカバコ
wafutarou	わふ太郎
kobomasa	コボマサ
moemoeaniani	もえもえアニアニ
matsuko	まつ子
hyakushou	百姓
miapyu	みあぴゅ
irohasu	いろはす
norisan	のりさん
keizou	けいぞう
myuu	みゅう
iku	郁
shizukuri	しずくり
seira	せいら
matsuiruriko	松井るり子
usagi	うさぎ
shigure	時雨
mobo	モボ
moguneko	もぐねこ
urashimatarou	浦島タロウ
moja	もじゃ
yoshiruna	よしるな
nata	なた
nekomikan	ねこみかん
yuge	湯気
maatarou	まあたろう
orugafujin	オルガ夫人
bokusama	僕様
ito	いと
hinaki	ひなき
aratapi	あらたぴ
akaneko	あかねこ
omochi	おもち
harima	播磨
himajin	暇人
takosensei	タコ先生
akarin	あかりん
manriki	まんりき
supiripi	すぴリピ
kaiu	かいう
poriko	ぽりこ
koyu	こゆ
miiko	ミーコ
mugi	ムギ
ginmegane	銀メガネ
kuroi	くろい
shion	しおん
mizuame	水飴
